Time ,AvePressure [N/sq cm],MaxPressure [N/sq cm],MinPressure [N/sq cm],Force [N],Contact Area [sq cm],Centroid X [cm],Centroid Y [cm],Centroid Z [cm]
732.758,-0.069,0.096,-0.295,0.19,5,3.3,2.6,0
732.792,-0.069,0.097,-0.295,0.19,5,3.3,2.6,0
732.826,-0.069,0.095,-0.294,0.19,5,3.3,2.6,0
732.86,-0.069,0.095,-0.294,0.19,5,3.3,2.6,0
732.894,-0.069,0.095,-0.294,0.19,5,3.3,2.6,0
732.928,-0.069,0.095,-0.294,0.19,5,3.3,2.6,0
732.963,-0.069,0.094,-0.295,0.19,5,3.2,2.6,0
732.997,-0.069,0.094,-0.296,0.19,5,3.2,2.6,0
733.031,-0.069,0.094,-0.296,0.19,5,3.2,2.6,0
733.065,-0.069,0.095,-0.295,0.19,5,3.2,2.6,0
733.099,-0.069,0.095,-0.295,0.19,5.4,3.2,2.6,0
733.133,-0.069,0.095,-0.294,0.2,5.4,3.2,2.6,0
733.168,-0.068,0.095,-0.295,0.2,5.4,3.2,2.6,0
733.202,-0.068,0.095,-0.295,0.2,5.4,3.2,2.6,0
733.236,-0.068,0.094,-0.295,0.2,5,3.2,2.7,0
733.27,-0.068,0.094,-0.295,0.2,5,3.2,2.7,0
733.304,-0.068,0.094,-0.295,0.19,5,3.2,2.6,0
733.338,-0.068,0.094,-0.295,0.2,5,3.2,2.6,0
733.373,-0.068,0.095,-0.295,0.19,5,3.2,2.6,0
733.407,-0.068,0.095,-0.296,0.19,5,3.2,2.6,0
733.441,-0.068,0.095,-0.296,0.19,5,3.2,2.6,0
733.475,-0.068,0.094,-0.296,0.19,5.4,3.2,2.6,0
733.509,-0.068,0.094,-0.296,0.2,5.4,3.2,2.6,0
733.543,-0.068,0.094,-0.297,0.2,5.4,3.2,2.6,0
733.578,-0.068,0.095,-0.296,0.2,5.4,3.2,2.6,0
733.612,-0.068,0.095,-0.296,0.2,5.4,3.2,2.6,0
733.646,-0.068,0.095,-0.295,0.2,5.4,3.2,2.6,0
733.68,-0.068,0.095,-0.295,0.19,5,3.2,2.6,0
733.714,-0.068,0.094,-0.294,0.19,5,3.2,2.6,0
733.748,-0.068,0.094,-0.294,0.19,5,3.3,2.6,0
733.783,-0.068,0.094,-0.296,0.21,5.4,3.4,3.3,0
733.817,-0.068,0.188,-0.298,0.25,5.8,3.5,4.1,0
733.851,-0.067,0.334,-0.297,0.32,5.8,3.6,5,0
733.885,-0.067,0.432,-0.296,0.39,6.1,3.7,5.6,0
733.919,-0.066,0.601,-0.295,0.5,6.5,3.7,6.2,0
733.954,-0.065,0.713,-0.295,0.66,6.8,3.8,6.7,0
733.988,-0.064,0.854,-0.295,0.81,6.8,3.8,6.9,0
734.022,-0.063,0.948,-0.295,0.97,7.2,3.8,7.1,0
734.056,-0.062,1.049,-0.294,1.11,7.6,3.8,7.2,0
734.09,-0.061,1.116,-0.294,1.24,7.6,3.8,7.3,0
734.124,-0.06,1.181,-0.295,1.34,7.9,3.8,7.4,0
734.159,-0.06,1.226,-0.296,1.44,8.3,3.8,7.4,0
734.193,-0.059,1.266,-0.295,1.51,8.6,3.8,7.5,0
734.227,-0.059,1.294,-0.294,1.56,9,3.8,7.5,0
734.261,-0.058,1.318,-0.295,1.6,9,3.8,7.5,0
734.295,-0.058,1.334,-0.295,1.64,9,3.8,7.5,0
734.329,-0.058,1.34,-0.296,1.67,8.6,3.8,7.5,0
734.364,-0.058,1.345,-0.296,1.69,9,3.8,7.5,0
734.398,-0.058,1.349,-0.296,1.7,8.6,3.8,7.5,0
734.432,-0.058,1.352,-0.297,1.69,8.6,3.8,7.5,0
734.466,-0.058,1.34,-0.297,1.68,8.6,3.8,7.5,0
734.5,-0.058,1.334,-0.297,1.66,8.6,3.8,7.5,0
734.534,-0.058,1.32,-0.298,1.64,8.6,3.8,7.5,0
734.569,-0.058,1.311,-0.298,1.62,8.6,3.8,7.5,0
734.603,-0.058,1.296,-0.297,1.6,8.6,3.8,7.5,0
734.637,-0.059,1.286,-0.297,1.58,8.6,3.8,7.5,0
734.671,-0.059,1.27,-0.297,1.56,8.6,3.8,7.5,0
734.705,-0.059,1.259,-0.298,1.53,8.6,3.8,7.5,0
734.739,-0.059,1.251,-0.297,1.52,8.6,3.8,7.5,0
734.774,-0.059,1.246,-0.297,1.5,8.6,3.8,7.5,0
734.808,-0.059,1.234,-0.297,1.49,8.3,3.8,7.5,0
734.842,-0.059,1.226,-0.297,1.48,8.3,3.8,7.5,0
734.876,-0.059,1.226,-0.297,1.48,8.3,3.8,7.4,0
734.91,-0.059,1.227,-0.297,1.48,8.3,3.8,7.4,0
734.944,-0.059,1.23,-0.296,1.48,8.6,3.8,7.5,0
734.979,-0.059,1.231,-0.295,1.49,8.6,3.8,7.5,0
735.013,-0.059,1.23,-0.294,1.49,8.6,3.8,7.5,0
735.047,-0.059,1.229,-0.294,1.49,8.6,3.8,7.5,0
735.081,-0.059,1.223,-0.295,1.48,8.6,3.8,7.5,0
735.115,-0.059,1.219,-0.296,1.48,8.3,3.8,7.4,0
735.149,-0.059,1.211,-0.295,1.47,8.3,3.8,7.4,0
735.184,-0.059,1.206,-0.295,1.46,8.6,3.8,7.4,0
735.218,-0.059,1.201,-0.295,1.45,8.6,3.8,7.4,0
735.252,-0.059,1.198,-0.295,1.45,8.6,3.8,7.4,0
735.286,-0.059,1.2,-0.294,1.45,8.6,3.8,7.4,0
735.32,-0.059,1.201,-0.294,1.45,8.6,3.8,7.4,0
735.354,-0.059,1.2,-0.295,1.45,8.6,3.8,7.4,0
735.389,-0.059,1.199,-0.295,1.45,8.6,3.8,7.4,0
735.423,-0.059,1.195,-0.294,1.45,8.6,3.8,7.5,0
735.457,-0.059,1.193,-0.294,1.45,8.6,3.8,7.5,0
735.491,-0.059,1.195,-0.295,1.46,8.6,3.8,7.5,0
735.525,-0.059,1.196,-0.297,1.46,8.6,3.8,7.5,0
735.56,-0.059,1.199,-0.296,1.46,8.6,3.8,7.5,0
735.594,-0.059,1.201,-0.296,1.47,8.6,3.8,7.5,0
735.628,-0.059,1.2,-0.295,1.47,8.6,3.8,7.5,0
735.662,-0.059,1.199,-0.295,1.47,8.6,3.7,7.4,0
735.696,-0.059,1.182,-0.294,1.45,8.6,3.7,7.4,0
735.73,-0.059,1.17,-0.294,1.41,8.3,3.7,7.4,0
735.765,-0.06,1.132,-0.294,1.36,8.3,3.7,7.4,0
735.799,-0.06,1.107,-0.295,1.28,8.3,3.7,7.3,0
735.833,-0.061,1.04,-0.294,1.19,7.9,3.7,7.3,0
735.867,-0.062,0.995,-0.294,1.08,7.9,3.7,7.2,0
735.901,-0.063,0.852,-0.294,0.93,7.6,3.7,7,0
735.935,-0.064,0.756,-0.294,0.73,7.2,3.7,6.7,0
735.97,-0.065,0.515,-0.294,0.53,7.6,3.6,6.1,0
736.004,-0.066,0.351,-0.294,0.39,6.8,3.6,5.4,0
736.038,-0.067,0.233,-0.294,0.3,6.5,3.5,4.5,0
736.072,-0.067,0.155,-0.294,0.26,5.8,3.4,3.8,0
736.106,-0.068,0.098,-0.295,0.23,5.4,3.3,3.3,0
736.14,-0.068,0.095,-0.296,0.22,5.4,3.3,3.1,0
736.175,-0.068,0.095,-0.297,0.21,5.4,3.3,2.8,0
736.209,-0.068,0.096,-0.297,0.2,5.4,3.2,2.6,0
736.243,-0.068,0.095,-0.297,0.2,5,3.2,2.5,0
736.277,-0.068,0.095,-0.297,0.2,5,3.2,2.5,0
736.311,-0.068,0.094,-0.296,0.19,5,3.2,2.5,0
736.345,-0.068,0.094,-0.295,0.19,5,3.3,2.5,0
736.38,-0.068,0.095,-0.296,0.19,5,3.3,2.5,0
736.414,-0.068,0.095,-0.297,0.19,5,3.3,2.4,0
736.448,-0.068,0.095,-0.297,0.2,5,3.3,2.5,0
736.482,-0.068,0.095,-0.297,0.19,5,3.3,2.5,0
736.516,-0.068,0.095,-0.296,0.19,5,3.3,2.4,0
736.55,-0.068,0.095,-0.295,0.19,5,3.3,2.4,0
736.585,-0.068,0.095,-0.295,0.2,5,3.2,2.4,0
736.619,-0.068,0.095,-0.295,0.2,5,3.2,2.4,0
736.653,-0.068,0.095,-0.295,0.2,4.7,3.2,2.4,0
736.687,-0.068,0.095,-0.295,0.2,4.7,3.2,2.4,0
736.721,-0.068,0.095,-0.295,0.19,5,3.2,2.4,0
736.755,-0.068,0.094,-0.295,0.2,5,3.2,2.5,0
736.79,-0.068,0.094,-0.294,0.2,5,3.2,2.5,0
736.824,-0.068,0.094,-0.294,0.2,5,3.2,2.5,0
736.858,-0.068,0.095,-0.295,0.2,5,3.2,2.5,0
736.892,-0.069,0.095,-0.295,0.2,4.7,3.2,2.5,0
736.926,-0.069,0.094,-0.296,0.2,5,3.2,2.5,0
736.96,-0.069,0.094,-0.296,0.2,5,3.2,2.5,0
736.995,-0.069,0.093,-0.295,0.19,4.7,3.2,2.5,0
737.029,-0.069,0.092,-0.294,0.19,4.7,3.2,2.5,0
737.063,-0.069,0.092,-0.294,0.19,5,3.2,2.5,0
737.097,-0.069,0.092,-0.294,0.19,5.4,3.2,2.5,0
737.131,-0.068,0.091,-0.294,0.21,5.8,3.4,3.2,0
737.165,-0.068,0.178,-0.295,0.3,5.8,3.6,4.7,0
737.2,-0.067,0.313,-0.295,0.41,6.1,3.7,5.8,0
737.234,-0.066,0.442,-0.295,0.51,6.1,3.7,6.3,0
737.268,-0.066,0.561,-0.295,0.64,6.5,3.7,6.7,0
737.302,-0.065,0.693,-0.295,0.78,6.8,3.7,7,0
737.336,-0.064,0.766,-0.295,0.9,6.8,3.8,7.2,0
737.371,-0.063,0.828,-0.295,0.99,6.8,3.8,7.3,0
737.405,-0.063,0.865,-0.296,1.04,6.8,3.8,7.4,0
737.439,-0.062,0.891,-0.296,1.09,6.8,3.8,7.4,0
737.473,-0.062,0.92,-0.294,1.13,6.8,3.8,7.4,0
737.507,-0.062,0.94,-0.294,1.16,6.8,3.8,7.4,0
737.541,-0.062,0.962,-0.294,1.19,6.8,3.8,7.5,0
737.576,-0.061,0.977,-0.295,1.24,6.8,3.8,7.5,0
737.61,-0.061,0.999,-0.294,1.27,6.8,3.8,7.5,0
737.644,-0.061,1.013,-0.294,1.29,6.8,3.8,7.5,0
737.678,-0.061,1.013,-0.294,1.3,6.8,3.8,7.5,0
737.712,-0.061,1.012,-0.293,1.31,7.2,3.8,7.5,0
737.746,-0.061,1.014,-0.294,1.31,6.8,3.8,7.5,0
737.781,-0.061,1.025,-0.294,1.32,6.8,3.8,7.5,0
737.815,-0.06,1.034,-0.294,1.33,6.8,3.8,7.5,0
737.849,-0.06,1.047,-0.295,1.35,6.8,3.8,7.6,0
737.883,-0.06,1.054,-0.294,1.36,7.2,3.8,7.6,0
737.917,-0.06,1.065,-0.294,1.37,7.2,3.8,7.6,0
737.951,-0.06,1.073,-0.295,1.38,7.2,3.8,7.6,0
737.986,-0.06,1.076,-0.296,1.38,7.2,3.8,7.6,0
738.02,-0.06,1.077,-0.296,1.38,7.2,3.8,7.6,0
738.054,-0.06,1.081,-0.295,1.38,7.6,3.8,7.6,0
738.088,-0.06,1.083,-0.294,1.39,7.6,3.8,7.6,0
738.122,-0.06,1.09,-0.294,1.39,7.9,3.8,7.6,0
738.156,-0.06,1.095,-0.294,1.41,7.9,3.8,7.6,0
738.191,-0.06,1.106,-0.293,1.42,7.9,3.8,7.6,0
738.225,-0.059,1.114,-0.292,1.44,7.6,3.8,7.6,0
738.259,-0.059,1.126,-0.292,1.45,7.9,3.8,7.6,0
738.293,-0.059,1.133,-0.292,1.47,7.9,3.8,7.6,0
738.327,-0.059,1.144,-0.293,1.48,7.9,3.8,7.6,0
738.361,-0.059,1.151,-0.294,1.5,8.3,3.8,7.6,0
738.396,-0.059,1.151,-0.295,1.5,8.3,3.8,7.6,0
738.43,-0.059,1.151,-0.295,1.5,8.3,3.8,7.6,0
738.464,-0.059,1.148,-0.295,1.5,8.3,3.8,7.6,0
738.498,-0.059,1.147,-0.295,1.5,8.6,3.8,7.6,0
738.532,-0.059,1.141,-0.295,1.5,8.6,3.8,7.6,0
738.566,-0.059,1.138,-0.294,1.5,8.6,3.8,7.6,0
738.601,-0.059,1.144,-0.294,1.51,8.6,3.8,7.6,0
738.635,-0.059,1.148,-0.294,1.53,8.6,3.8,7.6,0
738.669,-0.059,1.148,-0.294,1.54,8.3,3.8,7.6,0
738.703,-0.058,1.148,-0.294,1.54,8.6,3.8,7.6,0
738.737,-0.059,1.14,-0.294,1.54,8.3,3.8,7.6,0
738.771,-0.059,1.136,-0.293,1.54,7.9,3.8,7.6,0
738.806,-0.059,1.121,-0.292,1.53,7.9,3.8,7.6,0
738.84,-0.059,1.113,-0.292,1.51,7.9,3.8,7.6,0
738.874,-0.059,1.107,-0.292,1.47,7.9,3.8,7.6,0
738.908,-0.059,1.069,-0.293,1.41,7.9,3.8,7.6,0
738.942,-0.06,1.043,-0.294,1.3,7.9,3.8,7.5,0
738.976,-0.061,0.921,-0.295,1.16,7.9,3.8,7.4,0
739.011,-0.062,0.839,-0.296,0.95,7.2,3.7,7.2,0
739.045,-0.064,0.58,-0.295,0.69,6.5,3.7,6.7,0
739.079,-0.065,0.399,-0.295,0.51,6.1,3.7,6.2,0
739.113,-0.066,0.267,-0.295,0.39,6.1,3.6,5.5,0
739.147,-0.067,0.179,-0.295,0.31,6.1,3.6,4.7,0
739.182,-0.068,0.116,-0.295,0.26,6.1,3.5,4,0
739.216,-0.068,0.095,-0.295,0.22,5.8,3.5,3.3,0
739.25,-0.068,0.095,-0.296,0.2,5.8,3.4,2.8,0
739.284,-0.068,0.095,-0.297,0.2,5,3.4,2.5,0
739.318,-0.068,0.096,-0.296,0.19,5.4,3.4,2.3,0
739.352,-0.068,0.097,-0.296,0.19,5,3.4,2.3,0
739.387,-0.068,0.097,-0.295,0.19,4.7,3.3,2.3,0
739.421,-0.068,0.096,-0.294,0.19,4.7,3.3,2.3,0
739.455,-0.068,0.097,-0.296,0.19,4.7,3.3,2.3,0
739.489,-0.068,0.097,-0.297,0.19,4.7,3.3,2.3,0
739.523,-0.068,0.097,-0.296,0.19,4.7,3.3,2.3,0
739.557,-0.068,0.098,-0.295,0.19,4.7,3.3,2.3,0
739.592,-0.068,0.097,-0.294,0.19,4.7,3.3,2.3,0
739.626,-0.068,0.097,-0.293,0.19,4.7,3.3,2.3,0
739.66,-0.068,0.097,-0.294,0.2,5,3.3,2.3,0
739.694,-0.068,0.097,-0.295,0.2,5,3.3,2.3,0
739.728,-0.068,0.098,-0.295,0.2,5.4,3.3,2.3,0
739.762,-0.068,0.099,-0.294,0.2,5,3.3,2.3,0
739.797,-0.068,0.099,-0.294,0.2,4.7,3.3,2.3,0
739.831,-0.068,0.099,-0.294,0.2,4.7,3.3,2.3,0
739.865,-0.068,0.099,-0.295,0.2,5,3.2,2.3,0
739.899,-0.068,0.098,-0.296,0.2,5,3.3,2.3,0
739.933,-0.069,0.097,-0.295,0.2,5,3.3,2.3,0
739.967,-0.069,0.097,-0.294,0.2,4.7,3.3,2.4,0
740.002,-0.069,0.097,-0.294,0.2,4.7,3.3,2.4,0
740.036,-0.069,0.097,-0.295,0.2,4.7,3.3,2.4,0
740.07,-0.069,0.097,-0.296,0.2,4.7,3.2,2.4,0
740.104,-0.069,0.097,-0.296,0.2,4.7,3.3,2.4,0
740.138,-0.068,0.097,-0.296,0.21,5,3.3,2.8,0
740.172,-0.068,0.121,-0.295,0.27,5.4,3.5,4,0
740.207,-0.067,0.246,-0.295,0.36,5.8,3.6,5.1,0
740.241,-0.067,0.368,-0.294,0.45,6.1,3.7,5.8,0
740.275,-0.066,0.475,-0.294,0.57,6.1,3.7,6.4,0
740.309,-0.065,0.632,-0.293,0.68,6.1,3.8,6.7,0
740.343,-0.064,0.73,-0.293,0.8,6.5,3.8,7,0
740.377,-0.063,0.835,-0.294,0.93,6.8,3.8,7.2,0
740.412,-0.062,0.915,-0.293,1.07,6.8,3.8,7.3,0
740.446,-0.061,0.995,-0.292,1.2,6.8,3.8,7.4,0
740.48,-0.06,1.102,-0.294,1.33,7.2,3.8,7.5,0
740.514,-0.06,1.173,-0.294,1.45,7.6,3.8,7.5,0
740.548,-0.059,1.237,-0.294,1.56,7.9,3.8,7.6,0
740.582,-0.058,1.28,-0.294,1.65,8.3,3.8,7.6,0
740.617,-0.058,1.336,-0.294,1.72,8.6,3.8,7.7,0
740.651,-0.057,1.373,-0.294,1.79,9,3.8,7.7,0
740.685,-0.057,1.422,-0.293,1.86,9,3.8,7.7,0
740.719,-0.056,1.46,-0.293,1.93,9,3.8,7.7,0
740.753,-0.056,1.491,-0.292,1.98,9,3.8,7.7,0
740.788,-0.055,1.511,-0.292,2.02,9,3.8,7.7,0
740.822,-0.055,1.527,-0.293,2.05,8.6,3.8,7.8,0
740.856,-0.055,1.538,-0.293,2.07,8.6,3.8,7.8,0
740.89,-0.055,1.538,-0.294,2.08,8.6,3.8,7.8,0
740.924,-0.055,1.538,-0.294,2.08,9,3.8,7.8,0
740.958,-0.055,1.534,-0.293,2.08,9,3.8,7.8,0
740.993,-0.055,1.531,-0.292,2.08,9,3.8,7.8,0
741.027,-0.055,1.514,-0.293,2.07,9,3.8,7.8,0
741.061,-0.055,1.503,-0.293,2.06,9,3.8,7.8,0
741.095,-0.055,1.491,-0.292,2.05,8.6,3.8,7.8,0
741.129,-0.055,1.482,-0.292,2.03,8.6,3.8,7.8,0
741.163,-0.055,1.464,-0.291,2.02,9,3.8,7.8,0
741.198,-0.055,1.453,-0.291,2,9,3.8,7.7,0
741.232,-0.056,1.437,-0.292,1.98,9,3.8,7.7,0
741.266,-0.056,1.427,-0.293,1.96,9.4,3.8,7.7,0
741.3,-0.056,1.412,-0.293,1.94,9,3.8,7.7,0
741.334,-0.056,1.402,-0.293,1.92,9,3.8,7.7,0
741.368,-0.056,1.386,-0.294,1.9,9,3.8,7.7,0
741.403,-0.056,1.377,-0.294,1.89,9.7,3.8,7.7,0
741.437,-0.056,1.368,-0.294,1.88,9.4,3.8,7.7,0
741.471,-0.056,1.363,-0.294,1.86,8.6,3.8,7.7,0
741.505,-0.056,1.358,-0.293,1.85,9,3.8,7.7,0
741.539,-0.056,1.355,-0.293,1.84,9,3.8,7.7,0
741.573,-0.056,1.349,-0.292,1.83,9,3.8,7.7,0
741.608,-0.057,1.345,-0.292,1.82,9,3.8,7.7,0
741.642,-0.056,1.344,-0.291,1.82,9,3.8,7.7,0
741.676,-0.056,1.344,-0.29,1.82,9,3.8,7.7,0
741.71,-0.056,1.347,-0.291,1.83,9,3.8,7.7,0
741.744,-0.056,1.349,-0.292,1.83,8.6,3.8,7.7,0
741.778,-0.056,1.349,-0.293,1.84,9,3.8,7.7,0
741.813,-0.056,1.349,-0.294,1.84,9,3.8,7.7,0
741.847,-0.056,1.353,-0.294,1.85,8.6,3.8,7.7,0
741.881,-0.056,1.356,-0.294,1.87,9,3.8,7.7,0
741.915,-0.056,1.355,-0.294,1.88,9.4,3.8,7.7,0
741.949,-0.056,1.354,-0.294,1.89,9.4,3.8,7.7,0
741.983,-0.056,1.359,-0.294,1.91,9.4,3.8,7.7,0
742.018,-0.056,1.363,-0.293,1.93,9.4,3.8,7.8,0
742.052,-0.056,1.36,-0.294,1.94,9.4,3.8,7.8,0
742.086,-0.056,1.359,-0.294,1.94,9.4,3.7,7.8,0
742.12,-0.056,1.347,-0.293,1.93,9.4,3.7,7.8,0
742.154,-0.056,1.338,-0.292,1.88,9.4,3.7,7.7,0
742.188,-0.057,1.244,-0.294,1.77,9.4,3.7,7.7,0
742.223,-0.058,1.173,-0.294,1.58,9,3.7,7.6,0
742.257,-0.06,1.048,-0.294,1.27,8.6,3.7,7.5,0
742.291,-0.062,0.755,-0.294,0.94,7.9,3.7,7.2,0
742.325,-0.064,0.522,-0.294,0.65,6.8,3.7,6.7,0
742.359,-0.066,0.345,-0.294,0.48,6.5,3.7,6.1,0
742.393,-0.067,0.232,-0.294,0.38,6.1,3.6,5.4,0
742.428,-0.067,0.16,-0.295,0.31,6.1,3.5,4.7,0
742.462,-0.068,0.107,-0.295,0.26,6.1,3.5,4,0
742.496,-0.068,0.094,-0.295,0.23,5.8,3.4,3.4,0
742.53,-0.068,0.094,-0.296,0.21,5.8,3.4,2.9,0
742.564,-0.068,0.094,-0.297,0.19,5,3.4,2.5,0
742.599,-0.068,0.095,-0.296,0.19,5,3.4,2.4,0
742.633,-0.069,0.095,-0.295,0.19,5,3.4,2.3,0
742.667,-0.069,0.095,-0.295,0.19,4.7,3.4,2.2,0
742.701,-0.069,0.096,-0.295,0.19,4.7,3.4,2.3,0
742.735,-0.069,0.097,-0.295,0.19,4.7,3.4,2.3,0
742.769,-0.069,0.097,-0.295,0.19,4.7,3.4,2.3,0
742.804,-0.069,0.098,-0.296,0.19,4.7,3.4,2.2,0
742.838,-0.069,0.098,-0.297,0.19,4.7,3.4,2.2,0
742.872,-0.069,0.099,-0.296,0.19,4.7,3.4,2.2,0
742.906,-0.069,0.099,-0.295,0.19,4.7,3.4,2.2,0
742.94,-0.069,0.099,-0.295,0.19,4.7,3.3,2.2,0
742.974,-0.069,0.099,-0.295,0.19,4.7,3.3,2.2,0
743.009,-0.069,0.099,-0.294,0.2,5,3.3,2.2,0
743.043,-0.069,0.099,-0.293,0.19,5,3.3,2.2,0
743.077,-0.069,0.098,-0.294,0.19,5,3.4,2.2,0
743.111,-0.069,0.097,-0.295,0.19,5,3.4,2.2,0
743.145,-0.069,0.097,-0.294,0.19,4.7,3.4,2.2,0
743.179,-0.069,0.096,-0.293,0.19,5,3.4,2.2,0
743.214,-0.069,0.097,-0.294,0.19,4.7,3.4,2.2,0
743.248,-0.069,0.097,-0.296,0.19,4.7,3.4,2.2,0
743.282,-0.069,0.096,-0.296,0.19,4.7,3.4,2.2,0
743.316,-0.069,0.095,-0.296,0.19,4.7,3.4,2.2,0
743.35,-0.069,0.095,-0.295,0.19,5,3.3,2.2,0
743.384,-0.069,0.096,-0.294,0.19,5,3.3,2.2,0
743.419,-0.069,0.095,-0.297,0.19,5,3.3,2.2,0
743.453,-0.069,0.095,-0.298,0.19,4.7,3.3,2.2,0
743.487,-0.069,0.094,-0.298,0.19,4.7,3.3,2.2,0
743.521,-0.069,0.095,-0.297,0.19,4.7,3.3,2.2,0
743.555,-0.069,0.095,-0.296,0.19,4.7,3.3,2.2,0
743.589,-0.069,0.094,-0.296,0.19,4.7,3.3,2.2,0
743.624,-0.069,0.094,-0.298,0.19,4.3,3.3,2.2,0
743.658,-0.07,0.092,-0.298,0.19,4,3.3,2.3,0
743.692,-0.069,0.093,-0.298,0.21,4.7,3.4,3,0
743.726,-0.069,0.157,-0.298,0.28,4.7,3.6,4.1,0
743.76,-0.068,0.402,-0.297,0.4,4.7,3.7,5.3,0
743.794,-0.067,0.566,-0.297,0.55,6.1,3.7,6,0
743.829,-0.066,0.829,-0.297,0.72,6.5,3.8,6.5,0
743.863,-0.064,0.998,-0.297,1.04,7.6,3.8,6.9,0
743.897,-0.061,1.264,-0.297,1.42,7.9,3.8,7.1,0
743.931,-0.058,1.459,-0.296,1.86,8.6,3.8,7.3,0
743.965,-0.055,1.675,-0.297,2.28,9,3.8,7.4,0
743.999,-0.053,1.819,-0.297,2.67,10.1,3.9,7.5,0
744.034,-0.05,1.948,-0.297,3.02,11.2,3.8,7.5,0
744.068,-0.047,2.032,-0.297,3.33,11.2,3.8,7.6,0
744.102,-0.045,2.094,-0.297,3.58,13,3.8,7.6,0
744.136,-0.044,2.135,-0.297,3.75,13.3,3.8,7.6,0
744.17,-0.043,2.166,-0.297,3.87,13.3,3.8,7.7,0
744.205,-0.042,2.229,-0.298,3.96,13.3,3.8,7.7,0
744.239,-0.042,2.276,-0.296,4.02,13.7,3.8,7.7,0
744.273,-0.041,2.321,-0.295,4.06,13.7,3.8,7.7,0
744.307,-0.041,2.351,-0.295,4.1,13.7,3.8,7.7,0
744.341,-0.041,2.365,-0.295,4.12,13.7,3.8,7.7,0
744.375,-0.041,2.374,-0.296,4.12,13.7,3.8,7.7,0
744.41,-0.041,2.375,-0.297,4.12,13.7,3.8,7.7,0
744.444,-0.041,2.376,-0.297,4.11,13.7,3.8,7.7,0
744.478,-0.041,2.374,-0.297,4.11,13.7,3.8,7.7,0
744.512,-0.041,2.373,-0.296,4.11,13.7,3.8,7.7,0
744.546,-0.04,2.381,-0.295,4.13,13.7,3.8,7.7,0
744.58,-0.04,2.386,-0.294,4.17,13.7,3.8,7.7,0
744.615,-0.04,2.402,-0.294,4.22,13.7,3.8,7.7,0
744.649,-0.039,2.413,-0.294,4.26,13.7,3.8,7.7,0
744.683,-0.039,2.434,-0.293,4.3,13.7,3.8,7.7,0
744.717,-0.039,2.448,-0.294,4.33,13.7,3.8,7.7,0
744.751,-0.039,2.454,-0.294,4.35,13.7,3.8,7.7,0
744.785,-0.038,2.458,-0.294,4.36,13.7,3.8,7.7,0
744.82,-0.038,2.461,-0.293,4.37,14,3.8,7.7,0
744.854,-0.038,2.462,-0.293,4.37,14.4,3.8,7.7,0
744.888,-0.038,2.469,-0.293,4.38,14.4,3.8,7.7,0
744.922,-0.038,2.473,-0.294,4.39,14.4,3.8,7.7,0
744.956,-0.038,2.471,-0.294,4.39,14.4,3.8,7.7,0
744.99,-0.038,2.47,-0.294,4.41,14.4,3.8,7.7,0
745.025,-0.038,2.472,-0.294,4.42,14.4,3.8,7.7,0
745.059,-0.037,2.473,-0.294,4.44,14.4,3.8,7.7,0
745.093,-0.037,2.475,-0.295,4.45,14.4,3.8,7.7,0
745.127,-0.037,2.476,-0.294,4.46,14.8,3.8,7.7,0
745.161,-0.037,2.47,-0.294,4.47,14.8,3.8,7.7,0
745.195,-0.037,2.466,-0.294,4.48,14.8,3.8,7.7,0
745.23,-0.037,2.465,-0.295,4.49,14.8,3.8,7.7,0
745.264,-0.037,2.464,-0.295,4.49,14.8,3.8,7.7,0
745.298,-0.037,2.461,-0.295,4.5,14.8,3.8,7.7,0
745.332,-0.037,2.459,-0.294,4.51,14.8,3.8,7.7,0
745.366,-0.037,2.455,-0.294,4.52,14.8,3.8,7.7,0
745.4,-0.037,2.452,-0.294,4.53,14.8,3.8,7.7,0
745.435,-0.036,2.45,-0.295,4.55,14.8,3.8,7.7,0
745.469,-0.036,2.448,-0.297,4.57,14.8,3.8,7.7,0
745.503,-0.036,2.447,-0.298,4.59,14.8,3.8,7.7,0
745.537,-0.036,2.446,-0.296,4.62,14.8,3.8,7.7,0
745.571,-0.036,2.444,-0.294,4.64,14.8,3.8,7.7,0
745.605,-0.036,2.442,-0.294,4.67,14.8,3.8,7.7,0
745.64,-0.035,2.445,-0.294,4.7,14.8,3.8,7.7,0
745.674,-0.035,2.448,-0.295,4.73,14.8,3.8,7.7,0
745.708,-0.035,2.444,-0.296,4.75,14.8,3.8,7.7,0
745.742,-0.035,2.441,-0.294,4.76,14.8,3.8,7.7,0
745.776,-0.035,2.436,-0.294,4.77,14.8,3.8,7.7,0
745.81,-0.035,2.433,-0.294,4.78,14.8,3.8,7.7,0
745.845,-0.034,2.432,-0.294,4.79,14.8,3.8,7.7,0
745.879,-0.034,2.432,-0.293,4.8,14.8,3.8,7.7,0
745.913,-0.034,2.431,-0.292,4.8,14.8,3.8,7.7,0
745.947,-0.034,2.43,-0.292,4.82,14.8,3.8,7.7,0
745.981,-0.034,2.432,-0.292,4.84,14.8,3.8,7.7,0
746.016,-0.034,2.433,-0.292,4.86,15.1,3.8,7.7,0
746.05,-0.034,2.437,-0.292,4.88,15.1,3.8,7.7,0
746.084,-0.034,2.439,-0.292,4.9,15.1,3.8,7.7,0
746.118,-0.033,2.435,-0.292,4.92,15.1,3.8,7.7,0
