Time ,AvePressure [N/sq cm],MaxPressure [N/sq cm],MinPressure [N/sq cm],Force [N],Contact Area [sq cm],Centroid X [cm],Centroid Y [cm],Centroid Z [cm]
746.152,-0.033,2.432,-0.291,4.95,15.1,3.8,7.7,0
746.186,-0.033,2.426,-0.291,4.97,14.8,3.7,7.7,0
746.221,-0.033,2.422,-0.291,4.98,14.8,3.7,7.7,0
746.255,-0.033,2.419,-0.291,4.98,14.4,3.7,7.7,0
746.289,-0.033,2.417,-0.291,4.99,14.4,3.7,7.8,0
746.323,-0.033,2.412,-0.291,4.98,14.8,3.7,7.8,0
746.357,-0.033,2.409,-0.292,4.96,14.4,3.7,7.8,0
746.391,-0.034,2.378,-0.293,4.88,14.8,3.7,7.7,0
746.426,-0.035,2.356,-0.293,4.66,14.8,3.8,7.7,0
746.46,-0.039,2.192,-0.293,4.14,14.8,3.8,7.7,0
746.494,-0.045,1.777,-0.294,3.34,13.7,3.8,7.6,0
746.528,-0.053,1.427,-0.295,2.3,11.5,3.8,7.5,0
746.562,-0.058,0.996,-0.297,1.57,10.8,3.8,7.3,0
746.596,-0.062,0.716,-0.298,1.08,9,3.8,7.1,0
746.631,-0.064,0.503,-0.298,0.76,8.3,3.8,6.7,0
746.665,-0.066,0.361,-0.298,0.54,7.2,3.7,6.2,0
746.699,-0.067,0.258,-0.298,0.4,7.2,3.7,5.6,0
746.733,-0.068,0.191,-0.298,0.32,6.8,3.6,5,0
746.767,-0.069,0.141,-0.297,0.26,6.8,3.6,4.4,0
746.801,-0.069,0.107,-0.296,0.23,6.1,3.5,3.8,0
746.836,-0.069,0.085,-0.297,0.21,5.8,3.4,3.4,0
746.87,-0.069,0.089,-0.298,0.2,5.4,3.4,3.1,0
746.904,-0.069,0.09,-0.298,0.19,5.4,3.4,2.9,0
746.938,-0.07,0.09,-0.298,0.19,5,3.3,2.8,0
746.972,-0.07,0.09,-0.298,0.19,5,3.3,2.7,0
747.006,-0.07,0.092,-0.298,0.19,5,3.3,2.6,0
747.041,-0.07,0.094,-0.298,0.19,5,3.3,2.5,0
747.075,-0.07,0.09,-0.298,0.18,5,3.3,2.5,0
747.109,-0.07,0.089,-0.298,0.18,5,3.3,2.5,0
747.143,-0.07,0.089,-0.298,0.18,5,3.3,2.4,0
747.177,-0.07,0.09,-0.298,0.18,5,3.3,2.4,0
747.211,-0.07,0.09,-0.297,0.18,4.7,3.3,2.3,0
747.246,-0.07,0.09,-0.298,0.19,5,3.3,2.8,0
747.28,-0.07,0.15,-0.298,0.25,5.4,3.5,4,0
747.314,-0.069,0.267,-0.297,0.34,5.4,3.6,5,0
747.348,-0.068,0.407,-0.296,0.43,5.4,3.7,5.5,0
747.382,-0.067,0.5,-0.297,0.55,5.8,3.8,6,0
747.416,-0.066,0.659,-0.298,0.74,6.8,3.8,6.4,0
747.451,-0.064,0.827,-0.297,1.06,6.8,3.8,6.8,0
747.485,-0.062,0.999,-0.296,1.38,7.9,3.8,7,0
747.519,-0.059,1.16,-0.295,1.73,8.6,3.8,7.1,0
747.553,-0.057,1.278,-0.295,2.03,10.4,3.8,7.2,0
747.587,-0.055,1.385,-0.294,2.31,10.8,3.8,7.3,0
747.622,-0.053,1.479,-0.294,2.55,10.8,3.8,7.3,0
747.656,-0.052,1.569,-0.294,2.79,11.2,3.8,7.3,0
747.69,-0.05,1.628,-0.295,3,11.5,3.8,7.4,0
747.724,-0.048,1.689,-0.295,3.21,11.5,3.8,7.4,0
747.758,-0.047,1.73,-0.295,3.37,11.5,3.7,7.4,0
747.792,-0.046,1.766,-0.294,3.52,11.5,3.7,7.4,0
747.827,-0.045,1.82,-0.293,3.65,12.2,3.7,7.4,0
747.861,-0.044,1.9,-0.292,3.77,12.6,3.7,7.4,0
747.895,-0.043,1.953,-0.291,3.88,12.6,3.7,7.4,0
747.929,-0.042,2.001,-0.292,3.98,12.2,3.7,7.4,0
747.963,-0.041,2.033,-0.293,4.07,12.2,3.7,7.5,0
747.997,-0.041,2.075,-0.294,4.16,13,3.7,7.5,0
748.032,-0.04,2.103,-0.294,4.25,13,3.7,7.5,0
748.066,-0.039,2.149,-0.295,4.33,13.3,3.7,7.5,0
748.1,-0.038,2.181,-0.295,4.41,13.3,3.7,7.5,0
748.134,-0.038,2.209,-0.294,4.48,13.3,3.7,7.5,0
748.168,-0.037,2.228,-0.292,4.54,13.3,3.7,7.5,0
748.202,-0.037,2.24,-0.291,4.58,13.3,3.7,7.5,0
748.237,-0.036,2.247,-0.291,4.63,13.3,3.7,7.5,0
748.271,-0.036,2.258,-0.292,4.66,13.3,3.7,7.5,0
748.305,-0.036,2.266,-0.293,4.69,13.3,3.7,7.5,0
748.339,-0.036,2.276,-0.293,4.71,13.3,3.7,7.5,0
748.373,-0.035,2.283,-0.293,4.74,13.3,3.7,7.5,0
748.407,-0.035,2.284,-0.291,4.76,13.3,3.7,7.5,0
748.442,-0.035,2.284,-0.29,4.77,13.3,3.7,7.5,0
748.476,-0.035,2.289,-0.292,4.78,13.7,3.7,7.5,0
748.51,-0.035,2.292,-0.294,4.8,13.7,3.7,7.5,0
748.544,-0.035,2.288,-0.293,4.8,13.7,3.7,7.5,0
748.578,-0.035,2.285,-0.293,4.81,13.7,3.7,7.5,0
748.612,-0.035,2.285,-0.293,4.82,13.7,3.7,7.5,0
748.647,-0.035,2.286,-0.294,4.83,14,3.7,7.5,0
748.681,-0.035,2.281,-0.293,4.83,14,3.7,7.5,0
748.715,-0.035,2.278,-0.293,4.83,14,3.7,7.5,0
748.749,-0.035,2.277,-0.293,4.83,14,3.7,7.5,0
748.783,-0.035,2.276,-0.293,4.83,14,3.7,7.5,0
748.817,-0.035,2.273,-0.292,4.83,14,3.7,7.5,0
748.852,-0.035,2.271,-0.291,4.83,13.7,3.7,7.5,0
748.886,-0.035,2.261,-0.291,4.82,14,3.7,7.5,0
748.92,-0.035,2.253,-0.291,4.81,14,3.7,7.5,0
748.954,-0.035,2.254,-0.292,4.8,14,3.7,7.5,0
748.988,-0.035,2.255,-0.293,4.8,14,3.7,7.5,0
749.022,-0.035,2.265,-0.293,4.8,13.7,3.7,7.5,0
749.057,-0.035,2.27,-0.293,4.8,13.7,3.7,7.5,0
749.091,-0.035,2.272,-0.292,4.81,13.7,3.7,7.5,0
749.125,-0.035,2.274,-0.292,4.81,13.7,3.7,7.5,0
749.159,-0.035,2.278,-0.293,4.82,14,3.7,7.5,0
749.193,-0.035,2.28,-0.293,4.84,14,3.7,7.5,0
749.228,-0.035,2.287,-0.294,4.85,14,3.7,7.5,0
749.262,-0.035,2.292,-0.294,4.87,14,3.7,7.5,0
749.296,-0.034,2.29,-0.294,4.89,14,3.7,7.5,0
749.33,-0.034,2.289,-0.294,4.9,14,3.7,7.5,0
749.364,-0.034,2.292,-0.293,4.92,14,3.7,7.5,0
749.398,-0.034,2.293,-0.292,4.94,14,3.7,7.5,0
749.433,-0.034,2.291,-0.292,4.96,14,3.7,7.5,0
749.467,-0.034,2.288,-0.291,4.97,14,3.7,7.5,0
749.501,-0.034,2.291,-0.293,4.98,14.4,3.7,7.5,0
749.535,-0.033,2.293,-0.294,4.99,14,3.7,7.5,0
749.569,-0.033,2.29,-0.294,5,14,3.7,7.5,0
749.603,-0.033,2.288,-0.294,5.02,14,3.7,7.5,0
749.638,-0.033,2.289,-0.293,5.04,14,3.7,7.5,0
749.672,-0.033,2.289,-0.293,5.06,14,3.7,7.5,0
749.706,-0.033,2.287,-0.292,5.08,13.7,3.7,7.5,0
749.74,-0.033,2.286,-0.291,5.1,13.7,3.7,7.5,0
749.774,-0.033,2.29,-0.292,5.12,13.7,3.7,7.5,0
749.808,-0.032,2.292,-0.293,5.15,13.7,3.7,7.5,0
749.843,-0.032,2.294,-0.293,5.17,13.7,3.7,7.5,0
749.877,-0.032,2.297,-0.293,5.2,14,3.7,7.5,0
749.911,-0.032,2.299,-0.291,5.22,14,3.7,7.5,0
749.945,-0.031,2.301,-0.29,5.24,14,3.7,7.5,0
749.979,-0.031,2.301,-0.29,5.26,14,3.7,7.5,0
750.013,-0.031,2.301,-0.29,5.28,14,3.7,7.5,0
750.048,-0.031,2.311,-0.291,5.3,13.7,3.7,7.5,0
750.082,-0.031,2.318,-0.293,5.31,14,3.7,7.5,0
750.116,-0.031,2.323,-0.293,5.33,14,3.7,7.5,0
750.15,-0.031,2.326,-0.293,5.34,14,3.7,7.5,0
750.184,-0.031,2.332,-0.293,5.36,14,3.7,7.5,0
750.218,-0.03,2.336,-0.293,5.37,14,3.7,7.5,0
750.253,-0.03,2.339,-0.294,5.38,14,3.7,7.5,0
750.287,-0.03,2.341,-0.294,5.4,14,3.7,7.5,0
750.321,-0.03,2.35,-0.294,5.42,14,3.7,7.6,0
750.355,-0.03,2.356,-0.294,5.42,14,3.7,7.6,0
750.389,-0.03,2.354,-0.293,5.41,14,3.7,7.6,0
750.423,-0.03,2.353,-0.292,5.37,14,3.7,7.5,0
750.458,-0.031,2.34,-0.293,5.31,14,3.7,7.5,0
750.492,-0.032,2.331,-0.293,5.13,14.4,3.7,7.5,0
750.526,-0.035,2.148,-0.293,4.82,13.7,3.7,7.5,0
750.56,-0.038,2.026,-0.293,4.36,13.3,3.7,7.5,0
750.594,-0.044,1.689,-0.293,3.58,12.2,3.7,7.5,0
750.628,-0.05,1.493,-0.293,2.78,11.5,3.7,7.4,0
750.663,-0.055,1.255,-0.293,2.05,10.8,3.7,7.3,0
750.697,-0.06,0.758,-0.293,1.39,10.1,3.7,7.1,0
750.731,-0.063,0.54,-0.294,0.98,9,3.7,6.8,0
750.765,-0.065,0.393,-0.295,0.71,8.3,3.7,6.4,0
750.799,-0.066,0.286,-0.297,0.53,7.2,3.7,6,0
750.833,-0.067,0.214,-0.298,0.4,7.2,3.6,5.4,0
750.868,-0.068,0.163,-0.296,0.32,7.2,3.6,4.9,0
750.902,-0.068,0.128,-0.295,0.27,6.8,3.6,4.3,0
750.936,-0.069,0.101,-0.296,0.24,5.8,3.5,3.8,0
750.97,-0.069,0.09,-0.296,0.23,5.8,3.5,3.6,0
751.004,-0.069,0.09,-0.296,0.22,5.4,3.5,3.4,0
751.039,-0.069,0.092,-0.296,0.21,5.4,3.5,3.2,0
751.073,-0.069,0.094,-0.295,0.2,5.4,3.4,3,0
751.107,-0.069,0.094,-0.294,0.2,5.4,3.4,2.9,0
751.141,-0.069,0.095,-0.295,0.2,5.4,3.4,2.8,0
751.175,-0.069,0.094,-0.296,0.2,5.4,3.4,2.7,0
751.209,-0.069,0.094,-0.295,0.19,5.4,3.4,2.6,0
751.244,-0.069,0.094,-0.295,0.19,5.4,3.4,2.5,0
751.278,-0.069,0.094,-0.294,0.18,5.4,3.3,2.5,0
751.312,-0.07,0.094,-0.294,0.18,5.4,3.3,2.4,0
751.346,-0.07,0.094,-0.294,0.18,5.4,3.3,2.4,0
751.38,-0.07,0.092,-0.294,0.18,5,3.3,2.3,0
751.414,-0.07,0.09,-0.295,0.18,5,3.3,2.3,0
751.449,-0.07,0.089,-0.296,0.17,5,3.3,2.3,0
751.483,-0.07,0.089,-0.297,0.17,5,3.3,2.3,0
751.517,-0.07,0.092,-0.298,0.17,5,3.3,2.3,0
751.551,-0.07,0.094,-0.298,0.18,4.7,3.3,2.2,0
751.585,-0.07,0.092,-0.298,0.17,4.3,3.3,2.2,0
751.619,-0.07,0.09,-0.298,0.17,4.3,3.3,2.2,0
751.654,-0.07,0.09,-0.298,0.17,4.3,3.3,2.2,0
751.688,-0.07,0.323,-0.297,0.29,5.4,3.6,4.6,0
751.722,-0.068,0.543,-0.296,0.57,6.5,3.7,6.1,0
751.756,-0.065,0.916,-0.294,0.99,7.6,3.7,6.8,0
751.79,-0.062,1.157,-0.294,1.43,8.3,3.6,7.1,0
751.824,-0.058,1.394,-0.293,1.92,9,3.6,7.3,0
751.859,-0.055,1.608,-0.292,2.44,10.1,3.6,7.4,0
751.893,-0.051,1.802,-0.291,2.92,10.4,3.6,7.4,0
751.927,-0.048,1.931,-0.29,3.37,11.5,3.6,7.5,0
751.961,-0.045,2.034,-0.292,3.76,13,3.6,7.5,0
751.995,-0.042,2.103,-0.293,4.08,13,3.6,7.6,0
752.029,-0.04,2.156,-0.292,4.35,12.6,3.6,7.6,0
752.064,-0.039,2.19,-0.291,4.57,13,3.6,7.6,0
752.098,-0.037,2.219,-0.29,4.74,13,3.6,7.6,0
752.132,-0.036,2.238,-0.289,4.9,13,3.6,7.6,0
752.166,-0.034,2.255,-0.29,5.04,13.3,3.6,7.6,0
752.2,-0.034,2.267,-0.29,5.14,13.3,3.6,7.6,0
752.234,-0.033,2.28,-0.291,5.22,13.3,3.6,7.6,0
752.269,-0.032,2.288,-0.292,5.29,13.7,3.6,7.6,0
752.303,-0.032,2.296,-0.29,5.34,13.7,3.6,7.6,0
752.337,-0.031,2.302,-0.29,5.38,13.7,3.6,7.6,0
752.371,-0.031,2.301,-0.291,5.41,13.7,3.6,7.6,0
752.405,-0.031,2.3,-0.292,5.44,13.7,3.6,7.6,0
752.439,-0.031,2.3,-0.291,5.46,14,3.6,7.6,0
752.474,-0.03,2.3,-0.29,5.48,14,3.6,7.6,0
752.508,-0.03,2.299,-0.29,5.49,14,3.6,7.6,0
752.542,-0.03,2.299,-0.289,5.5,13.7,3.6,7.6,0
752.576,-0.03,2.299,-0.289,5.51,13.3,3.6,7.6,0
752.61,-0.03,2.299,-0.289,5.51,13.3,3.6,7.6,0
752.645,-0.03,2.297,-0.29,5.51,13.7,3.6,7.6,0
752.679,-0.03,2.296,-0.291,5.51,13.7,3.6,7.6,0
752.713,-0.03,2.294,-0.291,5.51,13.3,3.6,7.6,0
752.747,-0.03,2.292,-0.291,5.51,13.3,3.6,7.6,0
752.781,-0.03,2.29,-0.291,5.52,13.7,3.6,7.6,0
752.815,-0.03,2.289,-0.292,5.52,13.3,3.6,7.6,0
752.85,-0.03,2.287,-0.292,5.52,13.7,3.6,7.6,0
752.884,-0.03,2.287,-0.292,5.51,13.7,3.6,7.6,0
752.918,-0.03,2.287,-0.29,5.51,13.7,3.6,7.6,0
752.952,-0.03,2.287,-0.29,5.51,14,3.6,7.6,0
752.986,-0.03,2.286,-0.289,5.51,13.7,3.6,7.6,0
753.02,-0.03,2.285,-0.288,5.51,13.7,3.6,7.6,0
753.055,-0.03,2.282,-0.289,5.51,13.7,3.6,7.6,0
753.089,-0.03,2.281,-0.289,5.5,13.7,3.6,7.6,0
753.123,-0.03,2.275,-0.289,5.5,13.3,3.6,7.6,0
753.157,-0.03,2.271,-0.289,5.49,14,3.6,7.6,0
753.191,-0.03,2.269,-0.289,5.49,14.4,3.6,7.6,0
753.225,-0.029,2.268,-0.289,5.48,14,3.6,7.6,0
753.26,-0.03,2.265,-0.289,5.48,14,3.6,7.6,0
753.294,-0.03,2.264,-0.289,5.47,14,3.6,7.6,0
753.328,-0.03,2.266,-0.289,5.46,14.4,3.6,7.6,0
753.362,-0.03,2.267,-0.289,5.46,14,3.6,7.6,0
753.396,-0.03,2.264,-0.288,5.46,14.4,3.6,7.6,0
753.432,-0.03,2.263,-0.288,5.46,14,3.6,7.6,0
753.467,-0.03,2.263,-0.288,5.47,14,3.6,7.6,0
753.501,-0.029,2.263,-0.288,5.48,14,3.6,7.6,0
753.535,-0.029,2.267,-0.289,5.49,14,3.6,7.6,0
753.569,-0.029,2.269,-0.29,5.5,14,3.6,7.6,0
753.603,-0.029,2.27,-0.29,5.5,14,3.6,7.6,0
753.637,-0.029,2.271,-0.29,5.51,14,3.6,7.6,0
753.672,-0.029,2.27,-0.29,5.53,14.4,3.6,7.6,0
753.706,-0.029,2.269,-0.29,5.54,14.4,3.6,7.6,0
753.74,-0.029,2.272,-0.29,5.56,14,3.6,7.7,0
753.774,-0.029,2.275,-0.29,5.57,14.4,3.6,7.7,0
753.808,-0.029,2.275,-0.29,5.58,14.4,3.6,7.7,0
753.842,-0.029,2.276,-0.289,5.59,14.4,3.6,7.7,0
753.877,-0.028,2.279,-0.288,5.61,14.4,3.6,7.7,0
753.911,-0.028,2.281,-0.288,5.62,14,3.6,7.7,0
753.945,-0.028,2.287,-0.288,5.63,13.7,3.6,7.7,0
753.979,-0.028,2.29,-0.289,5.63,13.7,3.6,7.7,0
754.013,-0.028,2.288,-0.29,5.64,13.3,3.6,7.7,0
754.047,-0.028,2.287,-0.29,5.65,13,3.6,7.7,0
754.082,-0.028,2.293,-0.29,5.67,12.6,3.6,7.7,0
754.116,-0.028,2.298,-0.289,5.69,13,3.6,7.7,0
754.15,-0.028,2.298,-0.29,5.71,13,3.6,7.7,0
754.184,-0.027,2.298,-0.291,5.73,13,3.6,7.7,0
754.218,-0.027,2.298,-0.29,5.74,13,3.6,7.7,0
754.252,-0.027,2.298,-0.29,5.75,13,3.6,7.7,0
754.287,-0.027,2.299,-0.29,5.77,13,3.6,7.7,0
754.321,-0.027,2.3,-0.29,5.8,13.3,3.6,7.7,0
754.355,-0.027,2.298,-0.29,5.81,13.7,3.6,7.7,0
754.389,-0.027,2.297,-0.291,5.8,13,3.6,7.7,0
754.423,-0.027,2.286,-0.291,5.77,13.3,3.6,7.7,0
754.458,-0.028,2.278,-0.291,5.64,13.7,3.6,7.7,0
754.492,-0.03,2.247,-0.291,5.4,14,3.6,7.6,0
754.526,-0.034,2.226,-0.292,4.92,13.7,3.6,7.6,0
754.56,-0.039,2.005,-0.293,4.18,13.7,3.6,7.6,0
754.594,-0.046,1.857,-0.293,3.29,12.2,3.6,7.5,0
754.628,-0.052,1.314,-0.294,2.39,10.8,3.6,7.4,0
754.663,-0.058,0.89,-0.294,1.63,9.7,3.6,7.2,0
754.697,-0.062,0.642,-0.295,1.16,9,3.6,7,0
754.731,-0.064,0.467,-0.295,0.84,9,3.6,6.7,0
754.765,-0.066,0.342,-0.296,0.62,7.9,3.6,6.3,0
754.799,-0.067,0.259,-0.297,0.48,7.2,3.5,5.8,0
754.833,-0.068,0.198,-0.298,0.38,7.2,3.5,5.3,0
754.868,-0.068,0.158,-0.298,0.31,6.8,3.5,4.8,0
754.902,-0.068,0.126,-0.297,0.27,6.5,3.4,4.3,0
754.936,-0.069,0.104,-0.297,0.25,6.1,3.4,4,0
754.97,-0.069,0.097,-0.297,0.24,5.8,3.4,3.7,0
755.004,-0.069,0.097,-0.296,0.23,5.8,3.4,3.5,0
755.038,-0.069,0.097,-0.297,0.22,5.8,3.3,3.4,0
755.073,-0.069,0.095,-0.298,0.21,5.8,3.4,3.2,0
755.107,-0.069,0.094,-0.298,0.21,5.8,3.4,3.1,0
755.141,-0.069,0.099,-0.297,0.21,5.8,3.3,3,0
755.175,-0.069,0.101,-0.297,0.2,5.8,3.3,2.9,0
755.209,-0.069,0.101,-0.297,0.2,5.8,3.3,2.8,0
755.243,-0.069,0.101,-0.297,0.2,5.8,3.2,2.8,0
755.278,-0.069,0.102,-0.296,0.2,5.8,3.2,2.7,0
755.312,-0.069,0.104,-0.297,0.2,5.8,3.2,2.6,0
755.346,-0.069,0.101,-0.297,0.19,5.8,3.3,2.6,0
755.38,-0.069,0.099,-0.296,0.19,5.8,3.3,2.5,0
755.414,-0.069,0.099,-0.296,0.19,5.8,3.3,2.5,0
755.448,-0.069,0.099,-0.295,0.19,5.4,3.3,2.5,0
755.483,-0.07,0.101,-0.295,0.19,5.4,3.2,2.4,0
755.517,-0.07,0.102,-0.294,0.19,5.4,3.2,2.4,0
755.551,-0.07,0.101,-0.294,0.19,5.4,3.2,2.4,0
755.585,-0.07,0.099,-0.297,0.19,5.4,3.2,2.3,0
755.619,-0.07,0.099,-0.298,0.19,5.4,3.2,2.3,0
755.653,-0.07,0.101,-0.297,0.19,5.4,3.2,2.3,0
755.688,-0.07,0.097,-0.295,0.18,5,3.2,2.3,0
755.722,-0.07,0.095,-0.297,0.18,5,3.2,2.2,0
755.756,-0.07,0.094,-0.298,0.18,5,3.3,2.2,0
755.79,-0.07,0.094,-0.298,0.18,5,3.3,2.2,0
755.824,-0.07,0.097,-0.298,0.18,5,3.3,2.1,0
755.858,-0.07,0.099,-0.296,0.18,4.7,3.3,2.1,0
755.893,-0.07,0.095,-0.295,0.18,4.7,3.3,2.2,0
755.927,-0.07,0.094,-0.295,0.18,4.3,3.3,2.1,0
755.961,-0.07,0.095,-0.295,0.18,4.7,3.3,2.1,0
755.995,-0.07,0.097,-0.294,0.18,4.7,3.3,2.1,0
756.029,-0.07,0.097,-0.294,0.18,4.3,3.2,2.1,0
756.064,-0.07,0.097,-0.295,0.18,4.3,3.3,2.1,0
756.098,-0.07,0.101,-0.296,0.18,4.3,3.3,2.1,0
756.132,-0.07,0.102,-0.296,0.18,4.3,3.3,2.1,0
756.166,-0.07,0.101,-0.295,0.18,4.7,3.2,2.1,0
756.2,-0.07,0.099,-0.294,0.18,4.7,3.2,2.2,0
756.234,-0.07,0.099,-0.294,0.19,4.7,3.2,2.2,0
756.269,-0.07,0.101,-0.294,0.19,4.7,3.2,2.2,0
756.303,-0.07,0.101,-0.294,0.19,4.7,3.2,2.2,0
756.337,-0.07,0.102,-0.295,0.19,4.7,3.2,2.2,0
756.371,-0.07,0.101,-0.296,0.18,4.7,3.2,2.1,0
756.405,-0.07,0.099,-0.295,0.18,4.7,3.3,2.1,0
756.439,-0.07,0.099,-0.295,0.18,4.7,3.3,2.1,0
756.474,-0.07,0.099,-0.295,0.18,4.7,3.2,2.2,0
756.508,-0.07,0.097,-0.295,0.17,4.3,3.2,2.2,0
756.542,-0.071,0.097,-0.296,0.17,4.3,3.2,2.1,0
756.576,-0.071,0.097,-0.297,0.17,4,3.2,2.1,0
756.61,-0.071,0.097,-0.298,0.17,4,3.2,2.1,0
756.644,-0.071,0.097,-0.298,0.17,4,3.2,2.1,0
756.679,-0.071,0.097,-0.298,0.17,4,3.2,2.1,0
756.713,-0.071,0.095,-0.297,0.17,4,3.2,2.1,0
756.747,-0.071,0.094,-0.298,0.17,4,3.2,2.1,0
756.781,-0.071,0.094,-0.298,0.17,4,3.2,2.1,0
756.815,-0.071,0.094,-0.298,0.17,4,3.2,2.1,0
756.849,-0.071,0.094,-0.298,0.17,4,3.2,2.1,0
756.884,-0.071,0.094,-0.298,0.17,4,3.3,2.1,0
756.918,-0.071,0.094,-0.297,0.17,4,3.2,2.1,0
756.952,-0.071,0.094,-0.297,0.17,4,3.2,2.1,0
756.986,-0.071,0.095,-0.298,0.17,4,3.2,2.1,0
757.02,-0.071,0.097,-0.298,0.17,4,3.2,2.1,0
757.054,-0.071,0.097,-0.298,0.17,4,3.2,2.1,0
757.089,-0.071,0.097,-0.298,0.17,4,3.2,2.1,0
757.123,-0.071,0.097,-0.297,0.17,4,3.2,2.1,0
757.157,-0.071,0.097,-0.297,0.17,4,3.2,2.1,0
757.191,-0.071,0.095,-0.298,0.17,4,3.2,2.2,0
757.225,-0.071,0.095,-0.298,0.17,4,3.3,2.2,0
757.259,-0.071,0.095,-0.298,0.17,4,3.2,2.1,0
757.294,-0.071,0.095,-0.296,0.17,4,3.2,2.2,0
757.328,-0.071,0.095,-0.295,0.17,4.7,3.2,2.2,0
757.362,-0.071,0.095,-0.296,0.17,4.7,3.2,2.2,0
757.396,-0.071,0.095,-0.296,0.17,4.7,3.2,2.2,0
757.43,-0.071,0.097,-0.295,0.17,4.7,3.2,2.2,0
757.464,-0.071,0.097,-0.294,0.17,4,3.2,2.2,0
757.499,-0.071,0.097,-0.295,0.17,4,3.2,2.2,0
757.533,-0.071,0.099,-0.296,0.17,4,3.2,2.2,0
757.567,-0.071,0.099,-0.295,0.17,4,3.2,2.1,0
757.601,-0.071,0.099,-0.294,0.17,4,3.2,2.1,0
757.635,-0.071,0.101,-0.294,0.17,4,3.1,2.1,0
757.669,-0.071,0.097,-0.294,0.17,4,3.2,2.2,0
757.704,-0.071,0.095,-0.295,0.17,4,3.2,2.2,0
757.738,-0.071,0.097,-0.296,0.17,4,3.1,2.2,0
757.772,-0.071,0.097,-0.296,0.17,4,3.1,2.2,0
757.806,-0.071,0.095,-0.295,0.17,4,3.2,2.2,0
757.84,-0.071,0.094,-0.296,0.17,4,3.2,2.2,0
757.875,-0.071,0.094,-0.296,0.17,4,3.2,2.2,0
757.909,-0.071,0.094,-0.294,0.17,4,3.2,2.2,0
757.943,-0.072,0.095,-0.294,0.17,4,3.2,2.1,0
757.977,-0.072,0.095,-0.294,0.17,4,3.2,2.2,0
758.011,-0.072,0.095,-0.295,0.17,4,3.2,2.1,0
758.045,-0.072,0.095,-0.295,0.17,4,3.2,2.1,0
758.08,-0.072,0.094,-0.295,0.16,4,3.2,2.1,0
758.114,-0.072,0.092,-0.296,0.16,4,3.2,2.1,0
758.148,-0.072,0.09,-0.297,0.16,4,3.2,2.1,0
758.182,-0.072,0.089,-0.298,0.16,4,3.2,2.1,0
758.216,-0.072,0.09,-0.299,0.16,4,3.2,2.2,0
758.25,-0.072,0.09,-0.298,0.16,4,3.2,2.2,0
758.285,-0.072,0.09,-0.298,0.16,4,3.2,2.2,0
758.319,-0.072,0.092,-0.297,0.16,4,3.3,2.1,0
758.353,-0.072,0.089,-0.296,0.15,4,3.3,2,0
758.387,-0.072,0.085,-0.295,0.16,4.3,3.4,2.3,0
758.421,-0.071,0.08,-0.294,0.16,4.7,3.5,2.7,0
758.455,-0.071,0.082,-0.294,0.18,4.7,3.6,3.4,0
758.49,-0.07,0.083,-0.294,0.2,5,3.5,4.1,0
758.524,-0.069,0.106,-0.294,0.25,6.5,3.5,5.1,0
758.558,-0.069,0.145,-0.294,0.31,6.8,3.6,5.8,0
758.592,-0.068,0.171,-0.294,0.38,6.8,3.6,6.3,0
758.626,-0.067,0.208,-0.294,0.45,7.9,3.5,6.6,0
758.66,-0.066,0.232,-0.293,0.54,8.6,3.5,6.9,0
758.695,-0.066,0.258,-0.293,0.62,9.7,3.5,7.1,0
758.729,-0.065,0.275,-0.293,0.68,9.7,3.5,7.2,0
758.763,-0.065,0.287,-0.292,0.74,9.7,3.5,7.3,0
758.797,-0.064,0.295,-0.292,0.78,10.1,3.5,7.3,0
758.831,-0.064,0.3,-0.292,0.82,10.4,3.4,7.3,0
758.865,-0.064,0.304,-0.292,0.84,10.4,3.4,7.3,0
758.9,-0.064,0.309,-0.292,0.86,10.4,3.4,7.3,0
758.934,-0.063,0.312,-0.29,0.89,10.4,3.4,7.4,0
758.968,-0.063,0.314,-0.29,0.9,10.1,3.4,7.4,0
759.002,-0.063,0.315,-0.29,0.92,10.1,3.4,7.4,0
759.036,-0.063,0.322,-0.29,0.95,10.1,3.4,7.4,0
759.07,-0.062,0.326,-0.29,0.98,10.1,3.4,7.4,0
759.105,-0.062,0.335,-0.29,1.01,10.4,3.4,7.5,0
759.139,-0.062,0.358,-0.29,1.05,10.4,3.4,7.5,0
759.173,-0.062,0.374,-0.291,1.09,10.4,3.4,7.5,0
759.207,-0.061,0.399,-0.292,1.14,10.4,3.4,7.6,0
759.241,-0.061,0.416,-0.292,1.18,10.8,3.4,7.6,0
759.275,-0.06,0.434,-0.292,1.23,10.8,3.4,7.6,0
759.31,-0.06,0.446,-0.292,1.27,10.8,3.4,7.6,0
759.344,-0.06,0.464,-0.291,1.31,10.8,3.4,7.7,0
759.378,-0.059,0.476,-0.291,1.34,10.8,3.4,7.7,0
759.412,-0.059,0.488,-0.291,1.37,10.8,3.4,7.7,0
759.446,-0.059,0.495,-0.29,1.39,10.8,3.4,7.7,0
759.481,-0.059,0.497,-0.29,1.4,10.8,3.4,7.7,0
759.515,-0.059,0.499,-0.289,1.41,10.8,3.4,7.7,0
759.549,-0.059,0.503,-0.29,1.42,10.8,3.4,7.7,0
759.583,-0.058,0.506,-0.291,1.43,10.8,3.4,7.7,0
759.617,-0.058,0.509,-0.291,1.43,11.2,3.4,7.7,0
